S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	k105_81858	744	unaligned
CONTIG	k105_102322	775	unaligned
CONTIG	k105_102323	512	unaligned
CONTIG	k105_102325	603	unaligned
CONTIG	k105_81862	1102	unaligned
CONTIG	k105_102326	571	unaligned
CONTIG	k105_81864	620	unaligned
CONTIG	k105_81865	536	unaligned
CONTIG	k105_133020	866	unaligned
CONTIG	k105_92090	679	unaligned
CONTIG	k105_133021	839	unaligned
CONTIG	k105_133023	650	unaligned
CONTIG	k105_92093	553	unaligned
CONTIG	k105_133024	1200	unaligned
CONTIG	k105_92096	690	unaligned
CONTIG	k105_92097	556	unaligned
CONTIG	k105_92098	605	unaligned
CONTIG	k105_133027	623	unaligned
CONTIG	k105_92099	529	unaligned
CONTIG	k105_81866	729	unaligned
CONTIG	k105_81869	725	unaligned
CONTIG	k105_153482	719	unaligned
CONTIG	k105_153483	535	unaligned
CONTIG	k105_81870	1103	unaligned
CONTIG	k105_153484	504	unaligned
CONTIG	k105_81871	538	unaligned
CONTIG	k105_153485	737	unaligned
CONTIG	k105_153488	636	unaligned
CONTIG	k105_133029	701	unaligned
CONTIG	k105_133030	761	unaligned
CONTIG	k105_20466	907	unaligned
CONTIG	k105_133033	532	unaligned
CONTIG	k105_133034	509	unaligned
CONTIG	k105_20467	731	unaligned
CONTIG	k105_20468	753	unaligned
CONTIG	k105_133036	1125	unaligned
CONTIG	k105_40931	553	unaligned
CONTIG	k105_10234	732	unaligned
CONTIG	k105_40933	672	unaligned
CONTIG	k105_40935	559	unaligned
CONTIG	k105_10236	1168	unaligned
CONTIG	k105_40936	766	unaligned
CONTIG	k105_10237	949	unaligned
CONTIG	k105_10239	534	unaligned
CONTIG	k105_40940	608	unaligned
CONTIG	k105_10240	674	unaligned
CONTIG	k105_51162	669	unaligned
CONTIG	k105_20473	501	unaligned
CONTIG	k105_51163	1505	unaligned
CONTIG	k105_51165	931	unaligned
CONTIG	k105_51167	811	unaligned
CONTIG	k105_20475	2859	unaligned
CONTIG	k105_102329	2404	unaligned
CONTIG	k105_143250	650	unaligned
CONTIG	k105_102330	530	unaligned
CONTIG	k105_102331	874	unaligned
CONTIG	k105_143252	1497	unaligned
CONTIG	k105_102332	901	unaligned
CONTIG	k105_102333	768	unaligned
CONTIG	k105_143254	1345	unaligned
CONTIG	k105_102335	736	unaligned
CONTIG	k105_143255	822	unaligned
CONTIG	k105_0	500	unaligned
CONTIG	k105_153490	2815	unaligned
CONTIG	k105_2	531	unaligned
CONTIG	k105_153492	567	unaligned
CONTIG	k105_3	770	unaligned
CONTIG	k105_4	637	unaligned
CONTIG	k105_5	590	unaligned
CONTIG	k105_153496	731	unaligned
CONTIG	k105_7	574	unaligned
CONTIG	k105_8	572	unaligned
CONTIG	k105_153497	1382	unaligned
CONTIG	k105_92100	1750	unaligned
1210034	1210742	1	709	Synechococcus_sp._RCC307_CT978603.1	k105_133038	98.87		True
CONTIG	k105_133038	709	correct
CONTIG	k105_133041	672	unaligned
CONTIG	k105_133042	686	unaligned
CONTIG	k105_133043	546	unaligned
CONTIG	k105_92103	2640	unaligned
CONTIG	k105_92104	1002	unaligned
CONTIG	k105_92105	625	unaligned
CONTIG	k105_133047	1377	unaligned
CONTIG	k105_40942	737	unaligned
CONTIG	k105_81876	1642	unaligned
CONTIG	k105_40943	1157	unaligned
CONTIG	k105_81878	955	unaligned
CONTIG	k105_40945	1385	unaligned
CONTIG	k105_81881	1178	unaligned
CONTIG	k105_40948	974	unaligned
1944366	1945190	1	825	Synechococcus_sp._RCC307_CT978603.1	k105_81882	99.03		True
CONTIG	k105_81882	825	correct
CONTIG	k105_40949	541	unaligned
CONTIG	k105_81883	509	unaligned
CONTIG	k105_40951	567	unaligned
CONTIG	k105_71627	507	unaligned
CONTIG	k105_71628	739	unaligned
CONTIG	k105_20479	2069	unaligned
CONTIG	k105_71630	632	unaligned
CONTIG	k105_20482	737	unaligned
CONTIG	k105_71633	541	unaligned
CONTIG	k105_71634	561	unaligned
CONTIG	k105_71635	510	unaligned
CONTIG	k105_71636	786	unaligned
CONTIG	k105_20489	505	unaligned
CONTIG	k105_61394	744	unaligned
CONTIG	k105_10245	642	unaligned
CONTIG	k105_61396	1097	unaligned
CONTIG	k105_10246	1361	unaligned
CONTIG	k105_10247	545	unaligned
CONTIG	k105_61397	1313	unaligned
CONTIG	k105_10248	550	unaligned
CONTIG	k105_10249	925	unaligned
CONTIG	k105_61398	1354	unaligned
CONTIG	k105_61399	727	unaligned
CONTIG	k105_102338	861	unaligned
CONTIG	k105_102339	784	unaligned
CONTIG	k105_102340	1011	unaligned
CONTIG	k105_51168	3722	unaligned
CONTIG	k105_102341	789	unaligned
CONTIG	k105_51169	542	unaligned
CONTIG	k105_51171	856	unaligned
CONTIG	k105_102343	1351	unaligned
CONTIG	k105_102345	512	unaligned
CONTIG	k105_143256	702	unaligned
CONTIG	k105_153498	1642	unaligned
