S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
13926	13999	111	184	gamma_proteobacterium_SCGC_AB_629_P17_KB889772.1	k105_76090	98.65		True
CONTIG	k105_76090	525	correct
13926	13999	99	26	gamma_proteobacterium_SCGC_AB_629_P17_KB889772.1	k105_78911	98.65		True
CONTIG	k105_78911	523	correct
CONTIG	k105_11261	941	unaligned
CONTIG	k105_113964	539	unaligned
CONTIG	k105_24691	570	unaligned
1259	1353	474	568	gamma_proteobacterium_SCGC_AB_629_P17_KB889789.1	k105_82356	96.84		True
CONTIG	k105_82356	1299	correct_unaligned
CONTIG	k105_160429	604	unaligned
61181	61286	45	150	gamma_proteobacterium_SCGC_AB_629_P17_KB889780.1	k105_36194	95.28		True
CONTIG	k105_36194	606	correct
61011	61330	209	528	gamma_proteobacterium_SCGC_AB_629_P17_KB889780.1	k105_68578	95.62		True
CONTIG	k105_68578	785	correct
59988	60563	576	1	gamma_proteobacterium_SCGC_AB_629_P17_KB889780.1	k105_27786	98.96		True
CONTIG	k105_27786	576	correct
62259	62985	727	1	gamma_proteobacterium_SCGC_AB_629_P17_KB889780.1	k105_60511	98.49		True
CONTIG	k105_60511	727	correct
60369	60523	93	247	gamma_proteobacterium_SCGC_AB_629_P17_KB889780.1	k105_95469	95.48		True
CONTIG	k105_95469	603	correct
64378	64587	210	1	gamma_proteobacterium_SCGC_AB_629_P17_KB889780.1	k105_42099	95.71		True
CONTIG	k105_42099	674	correct
63952	64515	1	564	gamma_proteobacterium_SCGC_AB_629_P17_KB889780.1	k105_75773	98.76		True
CONTIG	k105_75773	564	correct
7368	7937	570	1	gamma_proteobacterium_SCGC_AB_629_P17_KB889760.1	k105_108090	97.72		True
CONTIG	k105_108090	570	correct
